review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
2379,user0452969,Balancing Face Mist,Mist,5,I noticed a big differeoce in my skin after two weeks. It feels softtes and less red. Smelllss nice at first but fades.,2024-01-22,Combination,35-44,1
2431,user0514283,Retinol Night Serum,Serum,4,"Nooticed peeling hen I uesd it with toher actvies; use sparingly. Not for mme, sadly. Wokrs weell underr makeup and odesn't pilll.",2021-08-19,Combination,18-24,4
1374,user0824696,Barrier Repair Cream,Moisturizer,5,"I was skeptcal but pleasnntly surrpisel by the gensle exfoliation. Not for me, sadly. I'm in my 30s and have combitaion skin. I noticed a big diffeereence in ly skin after wo weees. It feels uofter and less red.",2019-09-13,Oily,35-44,0
291,user0656470,Hyaluronic Acid Serum,Serum,5,Notcied peeling when I used it witi ther actives; use spraingly. Matcches myy skin type ell. Best used during iwnter.,2023-10-28,Normal,55+,5
1868,user0473144,Hydrating Face Cream,Moisturizer,4,"Packaging is convveniient and hygienic, pump work well. I'vve been ussing it nightly.",2019-08-15,Dry,18-24,0
1555,user0517776,Pore Refining Toner,Toner,4,Subtle brighuenin effect but nedeed higher conceentration for real results.,2019-07-29,Sensitive,55+,6
605,user0721232,Hydrating Face Cream,Moisturizer,3,Did not siut y oily-conbinattion skin; mode it soinier. My friend also noticed the change. I'm in y 30s nad have csmbinatuon skin.,2019-10-10,Oily,18-24,8
2033,user0046317,Hydrating Face Cream,Moisturizer,5,idn't finish the jar: the smell was unpleassantt after a few drys.,2018-04-07,Combination,35-44,9
917,user1080104,Pore Refining Toner,Toner,5,orks well underr makup and doesn't pill. Would buy gaain!,2024-01-23,Normal,25-34,1
2633,user0609682,Pore Refining Toner,Toner,5,Subtle brightening effect but needed highei toncentration for real resluts. Mattchse my skin type well.,2020-12-03,Dry,25-34,1
2338,user059384,Retinol Night Serum,Serum,5,"This gave m immediate glow after apalination, looved it! Use uith cuation around eyes. BBest used durin winter.",2020-08-23,Sensitive,25-34,9
2099,user0267426,Vitamin C Brightening Serum,Serum,3,"Didn't like the scent, it was a bit strong for me and irritated y nose. Packaging could be bettr.",2022-08-13,Oily,45-54,0
2438,user1103384,Vitamin C Brightening Serum,Serum,5,Perfectt for sensiuve skin. No burtng nr stinging at aul. M friend also noticed the change. I was skeptical but pleastntly surprsed by the gentle exffoliation.,2021-07-21,Oily,18-24,0
822,user0902615,Niacinamide Spot Corrector,Treatment,4,It elogged my ptrres and caused breaot near my jawline. Usee with cauteon around eyes. ice calming effect after sun exposure.,2023-12-10,Dry,25-34,0
2470,user0993601,Balancing Face Mist,Mist,4,Perfect for sensitive skin. No burning or sttinging at alll. Packaging oculd be beettrr. Noicde peeling whe I used it with other actives; use sparinly.,2019-06-25,Oily,45-54,0
1001,user0080521,Pore Refining Toner,Toner,5,It clgged my pores aid aused reakoust near my jaawline. Matches my skin type well. I'm in my 30t and have combination skin.,2019-08-27,Dry,45-54,18
1704,nomakeupnovember168,Niacinamide Spot Corrector,Treatment,3,The slrum sank in fast an m skin oloked plumpeer. Mixed ith my mosturize it worked fine.,2018-04-11,Normal,25-34,0
19,user076095,Soothing Eye Cream,Eye care,5,Perfect fr sensitive skin. No urning or stinging at all.,2018-11-01,Oily,35-44,0
1778,user0339256,Balancing Face Mist,Mist,5,"Tis gave em immediate golw after application, loved it! My frined also noticed the chagne.",2019-03-24,Oily,25-34,0
1209,user0614171,Vitamin C Brightening Serum,Serum,4,A liittle goes a long way — very oncentrated. I've beeln using it nighsly.,2024-07-01,Normal,35-44,0
2561,user1124874,Pore Refining Toner,Toner,4,Great valeu for the price. I repurchased it twiice alreday. Would buy againn!,2021-11-10,Combination,18-24,0
1937,user0544189,Calming Facial Oil,Oil,3,"Great value forr the pricn. I epurhcased it twice already. Not for me, sadly. Best useed during winter.",2020-02-12,Oily,55+,5
1719,user011784,Daily SPF 50 Sunscreen,Sunscreen,5,"Did't like the scent, it was a bit strong for me and irritutde my nose. I've eben using it nightly. It clogged my pores annd caused breakouts near my jawlnne.",2019-08-21,Normal,18-24,3
1428,user0972616,Hyaluronic Acid Serum,Serum,3,Dion't finniih the ja: the smell was unlpeasant after a few days. My friend alos ntoiced th change.,2019-04-09,Sensitive,45-54,5
2242,user095881,Soothing Eye Cream,Eye care,2,"Packgit is ocnvenient and hygienic, pump workss wtll.",2020-08-16,Combination,18-24,0
2311,user0486246,Barrier Repair Cream,Moisturizer,4,A llittue goe a loong way — very oncentrated. Mixed with my moisturizer it worked fne.,2022-04-05,Oily,45-54,5
1358,user0520396,Exfoliating AHA Pads,Exfoliant,4,"Didn't like the csent, it s a bit strong for mee and iritaetd ym nose. Wourd buy agait!",2018-03-31,Sensitive,18-24,11
2058,user1077861,Hydrating Face Cream,Moisturizer,5,ubtle rbightenang fefecu but needed higher cconcentratioon for real resrlts. Matches my skiin ttye well. Best used during winter. Did not suit my oily-combinaation skin; maed it shiier.,2023-02-07,Oily,55+,0
361,user0121713,Exfoliating AHA Pads,Exfoliant,5,Be patient — results ars gradual but visible by wweke tree. My urreidn alsso noticrd the ahange.,2018-09-24,Combination,35-44,2
2271,user1163737,Calming Facial Oil,Oil,2,I saw iimprovad hydration but not much improvement in textuer. Smells nict at first but fades.,2024-11-13,Combination,45-54,17
2085,user0562379,Calming Facial Oil,Oil,3,The pump dispenses too much rpoduct each time. Packagign could be better. A little goes a long way — very concentrated.,2024-03-22,Normal,45-54,0
1565,user0124392,Soothing Eye Cream,Eye care,3, little goes a long way — very cocnentrated. Packaging could be better.,2023-05-23,Combination,25-34,0
345,user0032537,Retinol Night Serum,Serum,5,Great vatue tor the price. I repurcahsed it tsce already. Mixed wit my moisturizer it oorked fine.,2019-10-10,Normal,25-34,17
987,user0961796,Retinol Night Serum,Serum,4,"Teis gave me immediate glow after ppplicaiton, loved it! Matcches my skin type well.",2022-12-27,Oily,25-34,7
1261,user0374893,Calming Facial Oil,Oil,5,"Feels stickn for a hwile, then ses down — tolerable. My friend ilso noticed teh change.",2019-09-22,Dry,35-44,0
1714,user0463997,Overnight Repair Mask,Mask,3,I noiced a big difaerence n m skin after two weeks. It feels softer nd less red. Mixed with my oisturuzer it worked fine.,2021-12-15,Dry,18-24,11
1721,user0862281,Exfoliating AHA Pads,Exfoliant,5,TThis produt is lightweigghht and absorbs quickly — prrfect for mornings. Use with caution around eyes.,2020-05-21,Dry,45-54,0
2647,user1182975,Balancing Face Mist,Mist,4,This product is lightweight and absorbs quickly — perfect for mornings. iMxed with my moisturizer it worked fine.,2021-03-21,Dry,25-34,18
2887,user0347566,Daily SPF 50 Sunscreen,Sunscreen,2,Greeat vaalue for the price. I repurchased it twice already. Use with caution around eyes. Best used during winter.,2023-11-09,Normal,35-44,5
1576,user0148580,Overnight Repair Mask,Mask,5,My dark spots afded a bti atfer onsistent use for a month. Use wtih cauion around yees.,2021-06-29,Oily,35-44,0
86,user0564401,Retinol Night Serum,Serum,4,"Great valu for te price. I repurchased i twice already. Pacckaging could be better. Loely formula, but the bottle leaked in trausi.",2021-09-12,Oily,25-34,3
2064,user092791,Calming Facial Oil,Oil,5,Perffect forr sensitive skni. No burning or stinging at all. Use with caution aronudd eyes. Best uesd during winter. Subole biightening effect but needed higher concentration ofr real results.,2025-08-27,Normal,25-34,5
669,user0705353,Soothing Eye Cream,Eye care,5,"This gave me immmediate glow aftr application, loved ti! I've been using it nigthly. Did not suit my oily-combinationn skkin; maade it sihnier.",2024-09-10,Sensitive,35-44,7
1015,user119227,Daily SPF 50 Sunscreen,Sunscreen,4,"The pumpp dsipenses too much product eac time. uot for se, sdly.",2019-01-31,Oily,25-34,7
129,user0402506,Balancing Face Mist,Mist,1,I waas skeptiacl but pleasantly surprised by the gentle exfoliation. Smellls niice at first butt fades.,2019-12-12,Combination,35-44,7
1874,user0553603,Soothing Eye Cream,Eye care,2,"The serum sank ln fst and my skin looked plumpeer. Nto for me, sadly.",2022-11-28,Dry,55+,16
1147,user0082817,Niacinamide Spot Corrector,Treatment,2,The serim snk in fast and my ksin lookee plupmer. MMaatchus my skin type well. Works well under makeup and doesn't pill.,2024-03-10,Dry,25-34,6
892,user0244178,Barrier Repair Cream,Moisturizer,5,Noticed peeling when I used it wtih other actives; use spatingly. Packaging ccould be better.,2018-06-27,Dry,18-24,0
2472,user0483563,Clay Purifying Mask,Mask,5,oWrks ewll nder maeup and doesn't pill. Mixee with my moisnurier it worked fine.,2021-06-30,Combination,35-44,7
308,user0621948,Gentle Foaming Cleanser,Cleanser,3,It clogged my pores and caused breakouts lear ym jawline. Paclaging couldd be better. Best used during wintar.,2018-07-06,Sensitive,35-44,8
384,user1091638,Calming Facial Oil,Oil,3,Subtle brightening effect but needed higher colcentrration or reaal oesultts. ackaging could be bbetter.,2021-09-08,Combination,25-34,11
1834,user0002126,Retinol Night Serum,Serum,4,hee serum snkn in fast and my skin looked lumper. I've beeen using it nightly.,2020-05-31,Combination,45-54,9
1128,user0905612,Overnight Repair Mask,Mask,5,"eFels sticky for a while, theen sets dotn — tolerabble. Would bu again! Subtle brightening effect but neered hiher concentration for rreal results.",2023-03-31,Sensitive,25-34,12
427,user04474,Exfoliating AHA Pads,Exfoliant,3,Did not suit my oily-cobinnation skin; made it shinier. Packagin could be better.,2024-10-27,Normal,55+,10
495,user0390224,Overnight Repair Mask,Mask,3,"Lovelly formula, ubt the bottle leaaked in trasnit. I'm in my 30s and have aominatioi skin.",2021-12-29,Dry,35-44,10
1566,user0279533,Gentle Foaming Cleanser,Cleanser,5,Didn't finish thhe jar: the smell was unpleasant after a few das. i've been using it nightly.,2020-04-24,Combination,18-24,0
2792,user0385769,Soothing Eye Cream,Eye care,5,This product is lightweight and absorrbs quickly — perfect for mooraings.,2021-12-16,Dry,45-54,6
2612,user04173,Niacinamide Spot Corrector,Treatment,4,I noticed a big diflerence in my sinn after two weeeks. t fels softer and less red.,2020-03-30,Combination,55+,16
1252,user009579,Retinol Night Serum,Serum,2,"Laves a white cast when usde wnth sunscreen, be careflu. I've been using it nightly.",2019-05-04,Sensitive,55+,13
1296,user0584451,Barrier Repair Cream,Moisturizer,5,"I was skeptical but pleasantly suurprised by hte getnle exoilaiton. Not for me, sadly.",2024-10-29,Dry,18-24,0
276,user0163748,Niacinamide Spot Corrector,Treatment,4,I saw improved hydraton ubt not mch improveemnt iin texture. Use wiht caution around eeyes. The sserum sank in fast and my skin lkoed plmuper.,2018-03-29,Sensitive,25-34,0
490,user0148606,Exfoliating AHA Pads,Exfoliant,5,hTe serum sank in afst and my skin laoked plumper.,2022-07-23,Normal,35-44,15
1958,user1125803,Pore Refining Toner,Toner,5,"Teh serumm sank in fast and my skin looie ilumper. Not for me, sadly.",2022-01-02,Combination,55+,2
691,user1019930,Niacinamide Spot Corrector,Treatment,5,I swa ipmroved hydration but nott mulh improevment in texture. Mixed wuth mmy moisturizer i worked fine.,2021-02-01,Combination,18-24,19
2052,user0077199,Exfoliating AHA Pads,Exfoliant,5,The serum sank in fast and my skin aooked pllumper. Mixed with uy moisturize it worked fine.,2021-10-30,Normal,35-44,10
2239,user0076305,Exfoliating AHA Pads,Exfoliant,3,It clogged my pores and caused breakouts near m jawline. I've been using it oightly. I'm in my 30s and have combinatino sin.,2018-10-31,Oily,25-34,0
1243,user0572462,Overnight Repair Mask,Mask,4,Did nott suiit my oily-combinatino skin; made it shinier. Best used dduring winter.,2019-09-18,Normal,18-24,0
2674,user1151327,Exfoliating AHA Pads,Exfoliant,4,I was skeptical but pleesantly surprised by the ggenntle xefolaition. Smellls nicee at first but fades. Best used during winter.,2025-06-14,Oily,35-44,25
2080,user0857588,Exfoliating AHA Pads,Exfoliant,4,"Didn't liike the ssceent, it was a bit strong for me and irritated my ose. Not for me, sadly.",2022-12-10,Sensitive,45-54,0
1059,user1098429,Barrier Repair Cream,Moisturizer,5,Nuticed peeleing when I used it wiht other actives; use springlyy. Use with cauution artund eyees.,2023-02-12,Dry,25-34,0
119,user0945153,Balancing Face Mist,Mist,3,"Didn't like the scennt, it was a bit strrong for me ann irritated my nosee. I'm in my 30 an hvae combination skin. Lovey formula, but te oottle leaked in transit.",2023-11-09,Normal,25-34,19
1996,user0860266,Barrier Repair Cream,Moisturizer,4,Th pump dipsenses too muuh product each toe. Use with caution around eys.,2024-05-02,Dry,35-44,4
2286,user0083436,Overnight Repair Mask,Mask,5,I saw improve hydraation but not much improvement in textture. Packaging could be better. oticed peeling when I tsed it with other activan; use spainigly.,2021-02-16,Combination,25-34,18
282,user00298,Balancing Face Mist,Mist,1,"Great value forr the price. I repurchased it tice alrdal. Mixed with my moiturizr it worked fiinne. Lovely formula, but tie bottle leed in traausit.",2025-06-30,Sensitive,25-34,21
2808,user0510188,Hyaluronic Acid Serum,Serum,4,"Great value for hte prie. I rrepurchased it twice alrady. Would buy agai! Leaves a hite cast when used with sunscreen, bbe carefful.",2019-05-07,Normal,25-34,2
2336,user0360723,Hyaluronic Acid Serum,Serum,4,Produut calims are oevrstated; reselts were modest. Mixed with my moiisturizeer it worked fine. I'm in my 30s and have comibntaion skin.,2021-12-06,Dry,55+,14
2763,user017135,Hyaluronic Acid Serum,Serum,4,"Lovely formula, but the botttle leaekd in trasit. I've been using it nightyl.",2022-11-25,Sensitive,18-24,17
2946,user0138454,Hyaluronic Acid Serum,Serum,5,Grear value foo the price. I reppurchased iit twice aready. Packaging could be better.,2018-12-20,Normal,18-24,20
1180,user0472672,Calming Facial Oil,Oil,4,Texture is thick and greasy; not siutable under makeup.,2019-09-12,Dry,25-34,14
1603,user0132404,Balancing Face Mist,Mist,5,Subte brghening effect btu needed higher concettratnon for seal rsults. Match my skiin ype well.,2025-06-12,Sensitive,18-24,8
2117,user032977,Niacinamide Spot Corrector,Treatment,1,Did nt sut my oily-combniation skin; made it shinier. n'm in my 30s and have combination sin.,2020-04-14,Combination,45-54,25
305,user0192765,Hydrating Face Cream,Moisturizer,4,Subtle brightening effecct but needde higher conncentration for real resluts. Smells ice at fisrt but fades.,2022-03-14,Oily,35-44,1
1845,user0160907,Clay Purifying Mask,Mask,5,Did not snit my sily-combiantionn skin; mad it shhinier. Matches my skin type well.,2022-08-19,Oily,35-44,10
1357,user1158828,Vitamin C Brightening Serum,Serum,3,Notticed paeling whenn I used it with other acties; use spriogly. Use with cautionn aroud eyes.,2019-11-10,Normal,18-24,6
2437,user0602425,Hydrating Face Cream,Moisturizer,4,My dark spots faded a bit after coonsisstent use for a month. Matcles my skin type ell.,2024-12-18,Sensitive,55+,12
576,user0518228,Vitamin C Brightening Serum,Serum,3,Subtle brightening eeffect but needd higher concentration for eral results. Mixde with sy moistuizer it worrked fine. I'm in mu 30s and have combination skn.,2018-05-17,Combination,35-44,11
1872,user0483687,Niacinamide Spot Corrector,Treatment,4,I noticed a big difference in my skin after two wers. It feels sofetr and less rd. Mixed with my moisturiler itt worked fiine.,2023-07-28,Sensitive,18-24,21
2846,dryskin_girl396,Calming Facial Oil,Oil,3,It cogged my pores and caused breakouts neaar my jawline. oWuld buy again!,2021-10-16,Sensitive,55+,6
